Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_20500	0	0	0	3147	1415	3809	0	0	0	2719	2423	642	0.50709169022283	0.984299794113108	1
PA14_71570	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_17140	648	486	557	2159	1837	2204	466	400	599	1530	1006	2353	0.169466759820376	0.00407858111574004	0.0338534123513466
PA14_07240	2	8	6	0	0	0	5	4	19	0	0	0	0.604862058158861	0.978646540542648	1
PA14_17490	28	15	12	204	85	237	18	22	9	189	234	115	-0.405657482333981	0.211757066882395	0.85392686885861
PA14_14360	14	20	5	0	0	0	14	13	16	0	0	0	0.288814345089145	0.808397307706694	1
PA14_64080	58	59	41	0	0	0	59	66	31	0	0	0	-0.0702873569052169	0.952969787287394	1
PA14_25920,PA14_25930	27	26	10	0	0	0	6	7	5	0	0	0	-1.65950945408621	0.367504221515441	1
PA14_38360	0	2	2	9	9	4	1	1	1	8	9	0	-0.12407972181979	0.919326162431217	1
PA14_11250,PA14_11260	161	151	157	0	0	0	131	105	106	0	0	0	-0.462009437616389	0.695090589461593	1
PA14_50060	65	63	8	100	72	45	15	19	10	28	58	8	-0.42674972462543	0.17709574825797	0.754777837261139
PA14_17590,PA14_17600	13	5	3	0	0	0	23	26	86	0	0	0	2.15065138182183	0.148515895004053	0.661697579149513
PA14_17540	177	155	157	0	0	0	138	159	48	0	0	0	-0.626875183967197	0.906138050932011	1
PA14_49880,PA14_49890	9	17	20	0	0	0	4	10	7	0	0	0	-1.13714996535069	0.640213459411152	1
PA14_41030	16	18	14	13	7	4	6	6	11	2	4	0	0.494711665462103	0.664439498276655	1
PA14_10710	4	1	1	5	9	7	2	4	3	5	2	2	1.55439578442531	0.12348111774454	0.578208457596555
PA14_58730	87	63	28	205	118	357	91	82	53	133	151	607	0.332144624577014	0.0632920617404168	0.351252436208512
PA14_51920,PA14_51930	17	17	8	10	10	14	6	10	23	11	5	12	0.239285760213545	0.74596569617834	1
PA14_60120	47	58	26	0	0	0	39	37	47	0	0	0	-0.0269876071367895	0.981629093628871	1
PA14_57110	4	3	2	5	5	19	1	0	1	8	8	10	-1.71038102556574	0.165291644921119	0.71517524785779
PA14_60070,PA14_60080,PA14_60090	508	451	295	0	0	0	219	256	937	0	0	0	-0.14590610093035	0.892277640543932	1
PA14_49500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_34840,PA14_34850	104	72	63	0	0	0	32	44	12	0	0	0	-1.52040624449721	0.380978181068068	1
PA14_06350	1	1	2	0	0	0	0	0	1	0	0	0	-0.362570079384708	0.843525869092694	1
PA14sr_120	0	0	0	3	2	1	0	0	0	1	1	9	-0.183446141095931	0.892205800193797	1
PA14sr_122	0	0	0	182	127	101	0	0	0	58	68	79	0.937686527850674	0.705347550944551	1
PA14_66840,PA14_66850	17	14	12	0	0	0	13	9	5	0	0	0	-0.742964717371255	0.86751604909533	1
PA14sr_124	6	6	5	17	11	4	8	9	8	6	11	6	0.930956309262615	0.186017923622808	0.779759173669803
PA14_40740	6	7	6	20	25	10	5	2	3	20	15	42	-1.31266925454274	0.045358821001913	0.271866449247255
PA14sr_126	4	6	5	0	0	0	8	13	22	0	0	0	1.38973697959567	0.513050279149317	1
PA14sr_129	0	0	0	55	38	19	0	0	0	35	33	16	0.367493207384133	0.760140039083088	1
PA14sr_128	273	235	173	13501	12381	7701	260	229	2561	10771	8390	81327	0.425876483223606	3.53833634339946e-09	9.32744774968358e-08
PA14_41060,PA14_41070	221	223	127	0	0	0	69	134	93	0	0	0	-0.923028856939707	0.713362297482413	1
PA14_57470	1	5	2	0	0	0	0	2	3	0	0	0	-0.276739321121107	0.857816490179618	1
PA14_46960	9	9	9	0	0	0	2	5	12	0	0	0	-0.736355058803354	0.886790407168472	1
PA14_06160,PA14_06170,PA14_06180	9	5	2	0	0	0	16	26	5	0	0	0	1.45317262816561	0.492023716977599	1
PA14_65370	308	392	209	0	0	0	319	309	514	0	0	0	0.309973982791855	0.786913846522618	1
PA14_69400	73	80	49	0	1	0	49	78	141	5	1	7	-1.68378653738218	0.101487321987207	0.504248526522824
PA14_43420,PA14_43430	25	13	24	12	6	5	18	26	11	5	2	24	-0.581091952055728	0.250927912157365	0.947469185559706
PA14_54300	27	11	26	0	0	0	13	40	40	0	0	0	0.422740650649892	0.707226397723116	1
PA14_04780,PA14_04790,PA14_04810	18	6	4	0	0	0	28	53	23	0	0	0	1.87696844586274	0.242923081941106	0.929572599847216
PA14_03410	0	0	0	8759	3326	9537	0	0	0	6876	5859	5312	0.124357565688668	0.913485711539947	1
PA14_34750,PA14_34770,PA14_34780	56	55	19	0	0	0	35	74	69	0	0	0	0.469920032210498	0.676737041373523	1
PA14_29070	0	0	0	1	4	3	0	0	0	19	32	79	-3.82721048640895	0.0042295059937496	0.0350040801285032
PA14_64540,PA14_64550,PA14_64560	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_16700	86	63	22	48	37	53	84	107	102	163	155	134	-0.912931388472939	3.54546995712564e-06	6.15484937069311e-05
PA14_55940	72	59	37	549	282	816	25	27	6	271	174	369	-0.63743898686247	0.00764248621941476	0.0589396361062367
PA14_66940,PA14_66950,PA14_66960,PA14_66970,PA14_66980,PA14_66990	158	149	101	4	5	3	131	188	225	1	4	2	1.18776033537075	0.133390557625207	0.604989264298938
PA14_07530	23	12	16	38	15	25	7	10	17	17	15	10	0.235842039286018	0.688569521021615	1
PA14_03090	76	68	57	0	0	0	36	41	42	0	0	0	-0.74373859225616	0.836644246824079	1
PA14_39140	35	22	14	60	65	39	17	12	9	25	40	17	0.153778401548961	0.755470823169836	1
PA14_14560	0	0	0	14	6	5	0	0	0	18	16	7	-0.735179711898683	0.877698075460779	1
PA14_24860	23	22	6	0	0	0	2	7	11	0	0	0	-1.0950210553465	0.618071944526646	1
PA14_01040,PA14_01060,PA14_01070,PA14_01080	31	15	2	0	0	0	15	23	0	0	0	0	-0.385721932454288	0.766740170482588	1
PA14_13060	6	5	4	0	0	0	1	1	1	0	0	0	-2.29755251961803	0.316190601640475	1
PA14_70420	12	7	8	0	0	0	2	6	6	0	0	0	-0.93161302501975	0.773071853334367	1
PA14_62620	6	4	0	0	0	0	1	0	0	0	0	0	-1.56206209861108	0.62409239733024	1
PA14_71400	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1
PA14_00810	59	69	51	1	1	0	51	38	179	1	1	0	0.191546992399176	0.863304755320432	1
PA14_66710	232	180	96	0	0	0	267	191	289	0	0	0	0.58593235055391	0.933220275915505	1
PA14_01560	0	0	0	62	52	73	0	0	0	78	57	60	-0.0600254413990382	0.959680379727394	1
PA14_62190	49	43	23	0	0	0	32	46	8	0	0	0	-0.634724883621177	0.913416675620805	1
PA14_01340,PA14_01350,PA14_01360,PA14_01380	0	0	0	0	0	0	0	0	0	2	1	0	-0.362570079384708	0.843525869092694	1
PA14_19900,PA14_19910,PA14_19920	4	4	4	0	0	0	0	0	2	0	0	0	-1.61667136044849	0.559443906826094	1
PA14_51620,PA14_51630	60	58	54	0	0	0	28	37	26	0	0	0	-0.929641611536447	0.720899166603229	1
PA14_60410	87	114	47	46	32	78	77	79	153	93	103	667	-1.57891826662882	4.1067349550353e-17	1.88578619628798e-15
PA14_69390	91	74	96	174	150	203	72	118	51	58	96	28	1.4394549868491	4.27637757511925e-15	1.69095096616174e-13
PA14_15570,PA14_15580,PA14_15590,PA14_15600,PA14_15610	217	177	126	486	375	317	185	195	387	274	255	267	1.04711408854755	5.73598667775597e-23	3.98301318818811e-21
PA14_68620	30	37	14	30	11	13	52	44	111	41	58	19	-0.088240668545727	0.83959481149597	1
PA14_34730,PA14_34740	1	1	1	0	0	0	3	1	0	0	0	0	0.584962500721156	0.741634031648461	1
PA14_65280	449	310	327	0	0	0	338	240	78	0	0	0	-0.87467324909245	0.738677118877791	1
PA14_05440,PA14_05450,PA14_05460	28	22	16	0	0	0	20	11	31	0	0	0	-0.169730685994394	0.88527309190582	1
PA14_56840	87	75	44	0	0	0	76	92	31	0	0	0	-0.132040392793193	0.911285817724201	1
PA14_58230	10	2	5	6	6	0	3	2	1	32	29	4	-3.67207950500264	7.82969463192022e-06	0.000126654208051573
PA14_53260	40	47	32	0	0	0	10	33	28	0	0	0	-0.828783618002114	0.783938533428155	1
PA14_33870	0	0	0	23	7	22	0	0	0	6	12	27	0.219065101390089	0.850685243531236	1
PA14_38140	36	36	29	93	86	58	17	18	17	35	37	103	-0.378496192465392	0.212912033963081	0.85736995854723
PA14_62560,PA14_62570	0	0	0	5	5	4	0	0	0	30	15	42	-2.40916482122005	0.117399930505749	0.557062670249779
PA14_34870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_46560	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_23330	176	140	588	56	20	186	245	194	220	149	97	57	-0.580945032090182	0.000306317026841308	0.00347444053951077
PA14_61090	0	1	0	0	0	0	3	0	7	0	0	0	1.48874718546185	0.660495399555794	1
PA14_17720	7	8	3	0	0	0	3	2	4	0	0	0	-0.878693703777866	0.837706131545498	1
PA14_38380	13	14	20	0	0	0	17	17	41	0	0	0	0.564089223427744	0.966731847090127	1
PA14_22740	0	0	0	8	5	5	0	0	0	1	5	1	1.48357444723561	0.533359366993309	1
PA14_40470	95	89	23	0	0	0	69	67	93	0	0	0	0.291003086312292	0.793724520793453	1
PA14_53490	1	1	0	0	0	0	2	3	5	0	0	0	1.6330567889222	0.600461965960016	1
PA14_44090	3	4	10	0	0	0	5	7	7	0	0	0	0.311070994423726	0.812336284564456	1
PA14_32985,PA14_33000,PA14_33010,PA14_33030	10	13	3	4	2	4	37	65	24	0	3	6	2.60883064543318	0.0012614258193809	0.012341166006108
PA14_61270	2	0	1	0	0	0	1	1	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_08430	5	6	2	0	0	0	0	0	0	0	0	0	-1.95567766901471	0.44623125053595	1
PA14_24990	0	0	0	18	15	28	0	0	0	36	23	38	-0.680974884809668	0.886352518422065	1
PA14_41340	22	16	20	343	238	319	37	22	32	486	314	416	0.215283746599345	0.439333118753311	1
PA14_72560,PA14_72580,PA14_72590	20	18	10	0	0	0	3	8	48	0	0	0	-0.416745841741205	0.682116571370719	1
PA14_11920,PA14_11930,PA14_11940	76	74	62	0	0	0	62	71	139	0	0	0	0.252829109161212	0.827627332339835	1
PA14_62890	165	185	124	290	337	192	151	136	265	251	271	583	-0.18969865666528	0.109972109308705	0.52886924865183
PA14_39520,PA14_39530,PA14_39540,PA14_39560	15	9	12	0	0	0	4	6	19	0	0	0	-0.522234039982692	0.663820521314377	1
PA14_63890	2	1	4	0	0	0	4	0	0	0	0	0	-0.263034405833794	0.863273106589766	1
PA14_65570,PA14_65580	225	212	77	14	8	16	150	167	114	11	19	140	-1.77365381134751	9.09230992752412e-10	2.64140881261849e-08
PA14_29260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_01490	63	45	46	134	135	173	28	12	8	39	40	54	0.0119159042565954	0.966629330263201	1
PA14_17920	8	9	1	0	0	0	2	2	0	0	0	0	-1.49581012298437	0.590200129014007	1
PA14_15840	29	23	28	309	158	219	22	17	47	294	276	228	-0.111668489167623	0.693551344152004	1
PA14_46740	19	11	0	7	5	3	5	6	0	1	3	2	0.307685242704996	0.988812667979336	1
PA14_65590	338	320	173	30	18	103	213	223	762	65	76	44	0.163511250757825	0.260348858736518	0.971445872638095
PA14_21010	35	34	28	0	0	0	11	15	4	0	0	0	-1.79190369470323	0.28849090857083	1
PA14_12390	62	31	35	6	12	20	33	32	27	18	22	63	-1.75811450357551	4.64077448757305e-07	9.17519789313922e-06
PA14_53310	2	0	1	0	0	0	2	0	1	0	0	0	0	1	1
PA14_24040	46	31	28	0	0	0	13	14	7	0	0	0	-1.63219051757614	0.355444803690017	1
PA14_10890,PA14_10900,PA14_10910	9	6	1	0	0	0	4	8	2	0	0	0	-0.0102683354538271	0.994009867309849	1
PA14_69020,PA14_69030	36	36	21	0	0	0	50	45	38	0	0	0	0.546095408351271	0.969100879662019	1
PA14_50510	0	0	0	83	79	32	0	0	0	60	75	31	0.196064881977645	0.869319687739321	1
PA14_16030	24	17	16	0	0	0	33	27	18	0	0	0	0.431394215681432	0.721976257112376	1
PA14_66480	28	29	14	23	29	18	6	13	18	9	10	6	0.493872628740946	0.334199211590864	1
PA14_18870	31	24	22	110	91	88	33	27	11	126	107	66	-0.196189721550744	0.523558127454495	1
PA14_57520	8	17	23	142	166	134	16	10	50	157	199	257	0.0255070501226142	0.929071282272384	1
PA14_19870	10	2	6	0	0	0	5	5	1	0	0	0	-0.620506617578823	0.987678943755484	1
PA14_67440	4	2	1	0	0	0	3	0	3	0	0	0	0.031364170909335	0.983450272209638	1
PA14_37440,PA14_37460,PA14_37470,PA14_37490,PA14_37510,PA14_37520,PA14_37530,PA14_37550,PA14_37560,PA14_37570	17	16	15	0	0	0	12	8	11	0	0	0	-0.643889103488042	0.924069404466885	1
PA14sr_125	3	4	6	0	0	0	5	5	0	0	0	0	-0.320012346661967	0.80715234022947	1
PA14_12620	7	1	2	28	28	22	12	14	31	23	23	102	1.93381789961523	0.000683261694191329	0.00699728792576516
PA14_19090	79	49	37	92	57	84	47	64	52	100	121	516	-1.16720518569099	4.26078501248824e-09	1.11288577344532e-07
PA14_33290	14	15	3	47	35	17	5	11	14	21	41	95	-0.481601749854108	0.376024594871227	1
PA14_18210,PA14_18230	3	0	6	0	0	0	3	0	0	0	0	0	-0.811238356544832	0.957055198648954	1
PA14_22590,PA14_22600	5	4	10	0	0	0	5	3	6	0	0	0	-0.387023123109247	0.772884669311061	1
PA14_68920	10	18	7	0	0	0	15	3	10	0	0	0	-0.327645573158519	0.777728863823832	1
PA14_56800,PA14_56810	4	5	4	0	0	0	13	26	11	0	0	0	1.82687086709745	0.317232197752808	1
PA14_43610	22	17	27	0	0	0	34	23	36	0	0	0	0.492653350311967	0.683162303306549	1
PA14_68580	90	60	63	58	78	43	109	115	428	66	98	12	1.10988408467895	1.45840097577581e-09	4.03113357090653e-08
PA14_30820	9	9	6	0	9	5	4	2	3	3	3	4	-1.14554419825174	0.309055861769627	1
PA14_55110	7	13	3	8	5	4	15	19	2	5	3	8	0.889514483478571	0.265286326862137	0.982145868109888
PA14_04040	15	17	1	14	5	4	9	19	9	30	34	95	-2.13906022352252	8.49933007788999e-05	0.00112546942938385
PA14_52130	879	683	623	327	353	205	799	882	2574	199	302	1666	-0.0552488179309515	0.480678130492373	1
PA14_28800	39	30	33	0	0	0	12	18	41	0	0	0	-0.652733607300513	0.899859151919397	1
PA14_35490,PA14_35500,PA14_35520,PA14_35530	0	0	0	7	2	10	0	0	0	4	3	0	0.970455724385985	0.787507705870385	1
PA14_25480	22	26	8	0	0	0	9	7	3	0	0	0	-1.52524150644127	0.442105658106041	1
PA14_67840	12	10	3	0	0	0	12	12	33	0	0	0	0.934991027861985	0.726759344382429	1
PA14_21300	16	14	8	0	0	0	7	5	6	0	0	0	-1.01644441575001	0.713002497262799	1
PA14_09900	10	1	0	0	0	0	3	3	1	0	0	0	-0.189477798863713	0.896572487091974	1
PA14_59100	2	2	1	0	0	0	2	3	1	0	0	0	0.219566377257685	0.893631712210747	1
PA14_15710	3	1	0	15	4	8	0	2	1	9	5	18	-0.443606651475615	0.978954843809382	1
PA14_25800	25	16	16	85	86	49	39	28	37	82	98	340	0.0482610951726053	0.929340357843301	1
PA14_56380,PA14_56390,PA14_56410	24	30	5	0	0	0	11	14	23	0	0	0	-0.100952906670084	0.926782530644215	1
PA14_57630	3	7	0	0	0	0	3	2	5	0	0	0	0.0565835283663678	0.965540923720917	1
PA14_18670	5	5	3	0	0	0	3	4	3	0	0	0	-0.356242459412697	0.798726798847089	1
PA14_73300	88	91	55	31	33	10	142	99	151	27	21	26	0.666877716543286	0.0186113717547788	0.131154889568949
PA14_69200	183	149	101	19	12	116	113	120	78	32	37	61	-0.511846022075135	0.0219961832602491	0.151997897431867
PA14_56620,PA14_56640,PA14_56660	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
PA14_21870	62	29	85	0	0	0	22	23	9	0	0	0	-1.46671043916851	0.398441411611046	1
PA14_43970	43	37	40	77	81	113	28	34	21	158	166	132	-1.3248621343531	1.77905657428033e-08	4.22081172248008e-07
PA14_25150,PA14_25160	2	0	1	31	22	25	1	0	0	13	10	26	0.410580689241422	0.720442103151067	1
PA14_69250	85	80	33	0	0	0	84	120	124	0	0	0	0.760928154844426	0.817182925024857	1
PA14_09740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_01030	0	0	0	64	60	78	0	0	0	42	63	24	0.697788956284608	0.863153396257779	1
PA14_51810	17	14	20	39	16	59	20	14	25	28	27	74	0.0563820079812721	0.958128378483062	1
PA14_08610	69431	58101	32338	27	21	39	44475	15005	3224	15	17	11	-0.828391179419281	0.00227425636901289	0.0208864770405797
PA14_59580	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1
PA14_64570,PA14_64580	18	23	9	0	0	0	5	7	16	0	0	0	-0.809174655736496	0.808786470847939	1
PA14_52350	4	2	2	0	0	0	2	4	0	0	0	0	-0.275634442613427	0.852907359250199	1
PA14_73230	251	186	178	223	155	387	242	290	203	507	563	539	-0.902204187331954	1.3620330051943e-18	7.05037811961486e-17
PA14_27170	7	4	3	0	0	0	5	5	4	0	0	0	0.0696023166952377	0.959093435541799	1
PA14_62720	35	19	29	3480	2658	3139	21	16	54	5165	4684	10858	-1.07505696673687	1.92933078664583e-06	3.45459418212621e-05
PA14_62230	16	11	13	0	0	0	20	10	4	0	0	0	-0.434628227636725	0.72033848582805	1
PA14_72540	13	5	14	0	0	0	5	14	8	0	0	0	-0.23528941535089	0.842004614467372	1
PA14_52080,PA14_52090,PA14_52110	17	9	8	0	0	0	11	8	17	0	0	0	0.0845762732791243	0.944864134810732	1
PA14_05250,PA14_05260,PA14_05270	0	0	0	29	13	42	0	0	0	36	33	28	-0.326359628398241	0.779822609440745	1
PA14_42670	11	8	4	1	1	1	12	19	10	0	0	2	0.538612368463235	0.975397922632107	1
PA14_15150	2	2	6	0	0	0	4	4	1	0	0	0	-0.0703893278913977	0.957871103620931	1
PA14_67065	351	283	147	0	0	0	240	317	309	0	0	0	0.215681406718622	0.851327503533859	1
PA14_42860	13	7	5	53	60	61	16	10	7	75	84	122	-0.198880690325909	0.735460877431792	1
PA14_62650	12	3	5	0	0	0	2	0	0	0	0	0	-2.16992500144231	0.328369567323947	1
PA14_62120	56	41	26	0	0	0	23	35	41	0	0	0	-0.264451615522016	0.819711429761774	1
PA14_56210	0	0	0	5	2	3	0	0	0	2	1	0	1.30550254697425	0.727165275718338	1
PA14_25400,PA14_25410,PA14_25420	19	28	16	10	10	4	8	13	24	1	1	1	2.27319988723784	0.0196625151699681	0.137879755391377
PA14_26590	219	193	101	25	20	20	103	125	77	27	20	39	-1.08527612272371	4.35780750853221e-05	0.000623451154612623
PA14_61650	182	144	134	168	141	152	157	198	138	158	180	183	-0.0773505009435956	0.589094778117832	1
PA14_23250	3	5	6	5	6	8	3	1	3	7	5	3	-0.567870170541653	0.710779120503474	1
PA14_04460	3	8	7	139	96	575	6	19	57	141	161	402	2.22887679849129	3.34224874173542e-11	1.06914406378885e-09
PA14_57940	8	7	8	320	276	120	5	5	11	164	165	40	0.967117327028548	0.0407395505787764	0.249469051935052
PA14_01940,PA14_01960,PA14_01970	89	73	53	0	0	0	44	58	55	0	0	0	-0.421249865206597	0.720101853206062	1
PA14_27310	0	0	0	3	11	10	0	0	0	3	3	0	1.51836475199213	0.492448690300576	1
PA14_63830	0	0	0	65	63	34	0	0	0	42	61	24	0.389584119456922	0.743549704349664	1
PA14_61720,PA14_61740,PA14_61750	1376	897	705	297	270	341	1610	1494	656	651	307	196	-0.0674735093461297	0.37150650949877	1
PA14_26770	31	30	20	0	0	0	12	10	44	0	0	0	-0.542521929448458	0.974736660157478	1
PA14_32710,PA14_32720	7	2	5	0	0	0	5	4	29	0	0	0	0.903451511641748	0.796179972485926	1
PA14_58500	5	0	3	4	7	6	3	0	2	3	2	0	0.766881172070494	0.715312054225401	1
PA14_56880	74	54	52	0	0	0	29	35	16	0	0	0	-1.19842683634557	0.558344106121123	1
PA14_26570	2	0	2	0	0	0	2	1	1	0	0	0	-0.328054197684204	0.848311702520237	1
PA14_54910,PA14_54920,PA14_54930,PA14_54940	4	4	4	0	0	0	2	4	0	0	0	0	-0.892084660833112	0.869773130298594	1
PA14_09770,PA14_09780	44	42	17	11	5	5	3	13	17	3	3	6	-0.893506850632257	0.241367662004498	0.928613153684873
PA14_47580	8	5	5	35	29	28	8	9	38	26	14	0	2.52355644618763	6.05519131447408e-09	1.55307474525295e-07
PA14_18050	49	41	35	0	0	0	37	26	7	0	0	0	-1.02524303578081	0.660480630231479	1
PA14_02990	0	0	0	29	15	85	0	0	0	30	17	10	0.711480957229591	0.854999483675831	1
PA14_22890	0	0	0	0	0	0	0	2	0	0	0	0	0.362570079384708	0.843525869092694	1
PA14_44120	14	12	13	0	0	0	5	3	0	0	0	0	-2.19540539513095	0.210170302780822	0.84993586934233
PA14_02730	0	0	0	132	97	139	0	0	0	70	131	63	0.518810903891224	0.980454197409962	1
PA14_63110,PA14_63120,PA14_63130,PA14_63150,PA14_63160	51	38	33	0	0	0	38	43	67	0	0	0	0.247139213875687	0.833155435685627	1
PA14_05020	2	3	1	0	0	0	17	18	43	0	0	0	3.35238977180041	0.0203327415987872	0.14153377831723
PA14_43650,PA14_43660,PA14_43670	43	31	25	101	70	74	11	13	4	65	58	23	-1.1273255128433	0.00152976817744524	0.0145660535156742
PA14_56910,PA14_56920,PA14_56930	300	310	185	36	22	9	180	232	373	9	18	12	0.535610885445624	0.103018465883088	0.509190229807555
PA14_43820	2	0	0	0	0	0	0	0	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_48680	9	12	4	7	3	3	3	7	14	1	1	0	1.74703934074828	0.146609210111256	0.65525340845643
PA14_44190,PA14_44200,PA14_44210	17	14	11	20	15	34	11	14	5	10	12	5	0.615454837258523	0.273050715608507	0.996635111971051
PA14_09960	0	0	0	64	55	18	0	0	0	22	26	67	0.26012662864062	0.806160243555146	1
PA14_69660,PA14_69670,PA14_69690,PA14_69700,PA14_69710,PA14_69720	46	53	20	0	0	0	37	34	58	0	0	0	0.153461863429338	0.893150925587872	1
PA14_39770	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_61500,PA14_61510,PA14_61520,PA14_61530,PA14_61540,PA14_61550	2	0	0	0	0	0	0	0	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_21400	0	0	0	0	0	0	0	2	2	0	0	0	0.691877704637668	0.696727423660661	1
PA14_21120,PA14_21130,PA14_21140,PA14_21150,PA14_21160,PA14_21175	95	81	50	0	0	0	64	97	37	0	0	0	-0.244509004129446	0.836015351032074	1
PA14_70980	0	0	0	15	5	17	0	0	0	10	15	77	-0.949879315944147	0.712294792760267	1
PA14_61190,PA14_61200	947	684	599	661	589	609	964	1028	952	383	453	626	0.79923926759903	1.66588775636307e-34	1.6354422215054e-32
PA14_20680	42	21	12	0	0	0	7	14	6	0	0	0	-1.28757094332185	0.530379991449643	1
PA14_06290	0	0	0	38	20	61	21	18	8	31	57	37	3.73786082738459	2.46359101415963e-07	5.08249537486411e-06
PA14_47390,PA14_47400,PA14_47410,PA14_47420	27	23	17	0	0	0	41	34	70	0	0	0	1.01144038242251	0.668453082529399	1
PA14_44230	0	0	1	0	0	2	0	0	0	2	5	4	-1.40717538150587	0.665472683820292	1
PA14_11380	3	7	6	0	0	0	6	1	3	0	0	0	-0.725492809722257	0.924635205413578	1
PA14_48200	1	1	1	0	0	0	1	1	2	0	0	0	0.362570079384708	0.843525869092694	1
PA14_21850,PA14_21860	6	6	13	0	0	0	12	12	11	0	0	0	0.561227851928796	0.984090522430419	1
PA14_10380	0	0	0	344	219	469	0	0	0	189	147	219	0.841688377353755	0.766464378368804	1
PA14_17480	218	172	188	170	119	565	66	76	64	41	62	27	0.823553523098863	1.75799470365788e-06	3.16772843121138e-05
PA14_64500	16	12	14	0	0	0	14	10	2	0	0	0	-0.881058927276493	0.77708887509264	1
PA14_22760,PA14_22770,PA14_22780,PA14_22800	249	220	152	0	0	0	207	221	729	0	0	0	0.551089033189741	0.954878579378416	1
PA14_24580,PA14_24590	29	18	19	0	0	0	12	19	2	0	0	0	-1.2013917737756	0.564194284348952	1
PA14_22340,PA14_22350	18	15	20	30	32	54	84	117	110	156	223	295	0.0053695566456587	0.983559762323366	1
PA14_05580,PA14_05590,PA14_05600,PA14_05620	207	126	184	11	8	17	115	118	125	13	16	10	-0.621655116213607	0.0973346776673168	0.491333027161083
PA14_67540	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
PA14_32940	11	12	16	0	0	0	3	5	1	0	0	0	-2.10236171762968	0.231380828677336	0.912003827704405
PA14_50070	1	0	0	4	2	1	1	0	1	1	2	1	0.669175504624241	0.679133691043716	1
PA14_32230,PA14_32240	0	0	0	4	2	1	0	0	0	1	0	0	1.04281308353897	0.899358018042025	1
PA14_61380	0	0	0	60	48	59	0	0	0	21	17	45	1.09977498462501	0.614732181717861	1
PA14_58720	142	95	58	0	0	0	82	66	247	0	0	0	0.167382019319943	0.877732351644412	1
PA14_58240	45	31	19	0	0	0	28	37	6	0	0	0	-0.635711888997826	0.915336718415085	1
PA14_10700	22	20	14	0	0	0	17	27	31	0	0	0	0.387256725081582	0.745096669496518	1
PA14_20720,PA14_20730	74	72	66	1	1	0	62	62	132	0	0	0	0.165377415976875	0.8872549554405	1
PA14_60130	56	37	33	0	0	0	38	36	36	0	0	0	-0.156621779266941	0.895672138268453	1
PA14_46610,PA14_46620	16	9	2	0	0	0	13	10	3	0	0	0	0.105885626680388	0.93598081590724	1
PA14_07740	85	70	68	0	0	0	82	75	71	0	0	0	0.0365898343865345	0.975458945511267	1
PA14_14770	3	2	2	0	0	0	16	22	19	0	0	0	2.98834255451405	0.0526772040409407	0.303942767653657
PA14_10090	13	14	7	0	0	0	9	0	5	0	0	0	-1.23763901016807	0.586021764526707	1
PA14sr_114	4	4	11	98	50	42	6	13	4	35	49	40	0.667984745162718	0.205338102140531	0.831575500418338
PA14sr_115	0	0	0	36	22	33	0	0	0	20	33	10	0.602473784118858	0.93398608913847	1
PA14sr_116	0	0	0	50	31	21	0	0	0	26	19	39	0.247182316652663	0.831575320923549	1
PA14sr_117	264	142	223	0	0	0	61	69	68	0	0	0	-1.58973948850382	0.344937600551742	1
PA14sr_110	0	5	1	11	6	7	0	1	0	1	5	0	0.163182270824171	0.870395326120149	1
PA14_40750	0	0	0	29	39	18	0	0	0	9	6	12	1.54088143225704	0.392026103597713	1
PA14_65560	18	10	7	3	3	5	9	4	5	20	11	12	-2.93759311392472	5.85698923967649e-06	9.75137331307542e-05
PA14_25860,PA14_25880	134	99	81	105	68	242	91	71	56	65	78	148	-0.0869891253179282	0.664236698637331	1
PA14sr_118	173	79	297	0	0	0	161	190	349	0	0	0	0.442620711797283	0.701977194419408	1
PA14sr_119	141	101	80	170	108	82	87	108	42	138	75	127	-0.349423454721991	0.037741148980034	0.233584893795993
PA14_60710	11	6	2	0	0	0	2	3	0	0	0	0	-1.46988597627446	0.580449128996103	1
PA14_51600	0	1	4	107	78	59	2	0	3	29	46	108	0.0552791933166354	0.940252266338084	1
PA14_46970	0	0	0	145	135	98	0	0	0	29	56	31	1.71565944073775	0.294609036582472	1
